Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,Footnote Books,"1627 University AveSan Diego, CA, U.S.A.
          92103", +1 619 294 8455,14:08:1999,5,"Footnote Books is a real bookstore located at 1627 University Ave, San Diego, CA 92103, one block West of Park Blvd., in San Diego's Hillcrest community. We are open Monday from 10:30 am to 6:30 pm, closed on Tuesday, Wednesday thru Saturday from 10:30 am to 6:30 pm, and Sunday from 11:00 am to 5:00 pm. Books listed by Footnote Books on the Abebooks website are not kept at our physical store but they can be brought in by appointment. We have thousands of books in our bookstore that are not online so If you find yourself in San Diego please come by and wander our shelves. ""Reading is to the mind, what exercise is to the body"". WE BUY BOOKS
Proprietor Troy Beaver
Phone: (619) 294-8455",215235,https://www.abebooks.com/footnote-books-san-diego-ca-u.s.a/215235/sf,https://pictures.abebooks.com/storefront/215235/VendorStoreFront.jpg,"{'Archaeology_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Qs6H8t2AiV6dsjRP4E0Tx.png', 'Architecture_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1CbZ2HyrhApM70EcVdPUg2.png', 'Art_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4QsJ2O8wqpPRqDjOFSUoga.png', 'Auto_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/HEdc98DmqGZCpFmQHHnsf.png', 'Aviation_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3lF1yHFM9iZmdvmJ9VdgR4.png', 'Baseball_Footnote Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1S6fHjDrYvneSFUfHZUdDD.png'}"
USA,Foliobooks,"Madison, WI, U.S.A.",,15:02:2017,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",64644619,https://www.abebooks.com/foliobooks-madison-wi-u.s.a/64644619/sf,,{}
USA,Follow Books,"FARMINGTON HILLS, MI, U.S.A.", +1 248-876-3702,09:07:2015,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",61849587,https://www.abebooks.com/follow-books-farmington-hills-mi-u.s.a/61849587/sf,,{}
USA,FOL Albany Oregon,"Albany, OR, U.S.A.", +1 541-220-8033,17:02:2021,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",81862486,https://www.abebooks.com/fol-albany-oregon-albany-or-u.s.a/81862486/sf,,{}
USA,FOLCHATT,"Chattanooga, TN, U.S.A.",,26:03:2021,5,"Located in downtown Chattanooga in the beautiful Tennessee Valley where three states meet, we are pleased to offer a wide selection of books obtained from donations and library withdrawals.  All of the proceeds from our book sales go straight to the Chattanooga Public Library Foundation for the support of our local library system.",82535226,https://www.abebooks.com/folchatt-chattanooga-tn-u.s.a/82535226/sf,/images/bookseller-homepages/4.jpg,{}
USA,Foggypaws,"Sonoma, CA, U.S.A.",,23:04:2019,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",5674370,https://www.abebooks.com/foggypaws-sonoma-ca-u.s.a/5674370/sf,,{}
USA,Foggy Mountain Books,"Oakdale, TN, U.S.A.", +1 (865) 320-2333,02:12:2011,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",57302765,https://www.abebooks.com/foggy-mountain-books-oakdale-tn-u.s.a/57302765/sf,,{}
USA,Flying Danny Books,"Netosu, OR, U.S.A.", +1 541-994- 6809,10:12:2015,1,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",63076194,https://www.abebooks.com/flying-danny-books-netosu-or-u.s.a/63076194/sf,,{}
USA,Flips Fine Books,"1061 Penfield WayGreensboro, GA, U.S.A.
          30642", +1 516-551-5325,29:08:2008,5,"Bookstore derives from my nickname at Gotham Book Mart, where I worked for over thirty years. I emphasize literature, (English & translated), first editions, reference, scholarly and trade paperback series. I've just completed color-illustrated catalogues of Greta Garbo, Jorge Luis Borges & Paul Bowles. New catalogues will feature Anna Pavlova, Hong Kong Cinema, historical fiction, Fellini & mass market lit from the 60's & 70's. Adding books constantly. Thanks. Stay tuned! ",51885012,https://www.abebooks.com/flips-fine-books-greensboro-ga-u.s.a/51885012/sf,https://pictures.abebooks.com/storefront/51885012/VendorStoreFront.jpg,{}
USA,Flip Your Wig,"548 N Cloverdale BlvdCloverdale, CA, U.S.A.
          95425", +1 617-501-3007,21:09:2010,5,"Flip Your Wig has been selling books since 2003.  We offer a wide range of books, but pay special attention to vintage children's books, vintage paperbacks, and contemporary first editions.  We are always happy to hear from customers, so feel free to contact us any time! ",5109152,https://www.abebooks.com/flip-your-wig-cloverdale-ca-u.s.a/5109152/sf,/images/bookseller-homepages/5.jpg,"{'Anthropology_Flip Your Wig': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/50Olt7ZW4Ca65BdOsjVE5u.png', 'Art & Photography_Flip Your Wig': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5VXtOymiKopJh2inwn01cp.png', 'Biography_Flip Your Wig': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Xs4Z06xdtbROkeS3mRAt8.png', ""Children's_Flip Your Wig"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1a4wzl88BGwhP73UQ8g0RB.png', 'Comic_Flip Your Wig': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2vToUWQDj7s7GOOgUs2Erc.png', 'Cookery_Flip Your Wig': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6dnqVe1CjS50ZUJnkOu1R1.png'}"
USA,First Landing Books & Arts,"3900 Bonney RoadSuite 109
          
          Virginia Beach, VA, U.S.A.
          23452", +1 757-717-2669,02:09:1997,5,"We are an Open Shop in Town Center Antique Mall. 3900 Bonney Road, Virginia Beach, VA 23452. We have just moved here after having been at the Oceanfront since 1995. Although we focus on Virginia and Civil War history there is a entire section dedicated to Americana. The store also boosts a large number of Antiqurian titles and Fine Bindings.  We also stock religion, philosophy, meta-physical, art and all the sciences. Phone# (757) 717-2669",13999,https://www.abebooks.com/first-landing-books-arts-virginia-beach/13999/sf,https://pictures.abebooks.com/storefront/13999/VendorStoreFront.jpg,"{'American History_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3aSkDz2YpCC0UFDbW0NDLA.png', 'Animals_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/lF03HywMDSiwnOgn0k9mZ.png', 'Anthropology_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7meJuzSVO6KpmIKVDAaFSC.png', 'Antiques_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/aOOxTnkKVCgqwsGUZEHWu.png', 'Archaeology_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3Bih9TiFOOHUpppOzqDWzC.png', 'Architecture_First Landing Books & Arts': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2QDw8laLPWRhKYLA1mUiEg.png'}"
USA,"First Place Books - ABAA, ILAB","Walkersville, MD, U.S.A.",,12:08:1997,5,"First Place Books offers fine First Editions, Mysteries, and military and and nautical fiction.  We also have fine collections of science fiction and many fine bindings.  Of more recent interest we have developing collections of antiquarian volumes published in England.",12787,https://www.abebooks.com/first-place-books-abaa%2c-ilab-walkersville/12787/sf,,"{'Adventure_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6GSu9NnYexiKvLGmmsvxU7.png', 'Americana_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4UgsTXCf1HLXbwrAWwOt54.png', 'Architecture_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/TAylutUdheQkqq2vgZaVm.png', 'ART_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5vHBfd8es3vhqng6rM9zxH.png', 'Autobiography_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6ZUDAiGWdNLNmojC0rY5aa.png', 'Aviation_First Place Books - ABAA, ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4itakXerSMfSEvrgc3HPxM.png'}"
USA,First Folio    A.B.A.A.,"1206 BrentwoodParis, TN, U.S.A.
          38242",,26:07:1997,5,"We are a generalist antiquarian firm with specialties in  Fine Bindings, Illustrated Books, and Rare Books",11878,https://www.abebooks.com/first-folio-a.b.a.a-paris-tn-u.s.a/11878/sf,/images/bookseller-homepages/9.jpg,"{'African-American_First Folio    A.B.A.A.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Iy7OAPB7ml4FabjXgCupf.png', 'Architecture_First Folio    A.B.A.A.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/qzKF1rxJ6OD8jNwmZKCds.png', 'Books About Books_First Folio    A.B.A.A.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/wqrJsndj9sSdmnYp2ZqCe.png', ""Children's_First Folio    A.B.A.A."": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1n6LuCwi987ZgY3g6RC19E.png', 'Fine Bindings_First Folio    A.B.A.A.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3WsNdi2ZhUtx1IRKi2c9pR.png', 'Fore-Edge Paintings_First Folio    A.B.A.A.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/qhlhPv9oc4M06ZocuZMto.png'}"
USA,First Coast Books,"107 Nichols LaneEatonton, GA, U.S.A.
          31024",,15:03:2004,5,"Please let us know what you are looking for. Email us with your want lists and let us find them. Our inventory is constantly growing so please check back often.

We cover a wide range of topics but specialize in Georgia, Southern History, Civil War and Military, African American, Genealogy, and Art. 

",4673908,https://www.abebooks.com/first-coast-books-eatonton-ga-u.s.a/4673908/sf,/images/bookseller-homepages/4.jpg,{}
USA,First Dibs On Museum and Gallery Items,"BRIDGEPORT, CT, U.S.A.",,17:01:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",82120231,https://www.abebooks.com/first-dibs-museum-gallery-items-bridgeport/82120231/sf,,{}
USA,FirstClassBooks,"Little Rock, AR, U.S.A.",,07:12:2016,5,"FirstClassBooks is an online college textbook reseller. We sell textbooks for prices significantly better than on-campus college bookstores. In 2001, we started selling textbooks online and since then we have become one of the most trusted textbook sellers on the web. FirstClassBooks is also dedicated to providing teachers and schools with all of their textbook needs. Now, it is even easier to get exactly what you need directly from us. Save money on textbook purchases and shipping costs. We offer great bulk discounts on large quantities. Search our extensive catalog to find textbooks that you can use in teaching your courses.",8292164,https://www.abebooks.com/firstclassbooks-little-rock-ar-u.s.a/8292164/sf,/images/bookseller-homepages/4.jpg,{}
USA,First Choice Books,"coeurd'Alene, ID, U.S.A.",,08:06:2003,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",910949,https://www.abebooks.com/first-choice-books-coeurdalene-id-u.s.a/910949/sf,,"{'Animals_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4talEyrkEGju4TKzjcBHjC.png', 'Anthropology_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2TF7UL0G4fj1sBguAi96L5.png', 'Archaeology_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5xponfcE63zSgIwoP7aTUq.png', 'Architecture_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7lwA5T508RmgyxL8qqDzrf.png', 'Art_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7hQNolQkuwck8TcnAiZFX3.png', 'Astronomy_First Choice Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/46bF1QvpeNtSpaZSMwvl5e.png'}"
USA,FFO Antiques,"Fairfield, ME, U.S.A.",,15:04:2019,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",8618064,https://www.abebooks.com/ffo-antiques-fairfield-me-u.s.a/8618064/sf,,{}
USA,Fenrick Books,"Queens, NY, U.S.A.",,29:05:2020,4,"Since 2018, Fenrick Books is a Queens, New York based bookselling/publishing concern.
Primarily online, in person opportunities for perusal may arise at some point in the future.
To The Cold Heart by Clark Coolidge is the first book published by Fenrick Books.
It appears on Dennis Cooper's favorite fiction, poetry, non-fiction, film, art, and internet of 2021 so far list and is discussed in Parker Menzimer's recent Bomb interview with Clark Coolidge. 
Fenrickbooks.com",72327656,https://www.abebooks.com/fenrick-books-queens-ny-u.s.a/72327656/sf,,{}
USA,Fells Used Books,"Langhorne, PA, U.S.A.",,02:09:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",72819326,https://www.abebooks.com/fells-used-books-langhorne-pa-u.s.a/72819326/sf,,{}
